광고 소재 이름,광고 소재 ID,광고 그룹 이름,광고 그룹 ID,캠페인 이름,캠페인 ID,기간,총비용,시작일,종료일,노출수,클릭수,구매완료 수,구매완료 전환매출액
PC/MO,33111543,P_26_스토어_GFA_카탈로그_전환_논타겟,3997237,P_GFA_스토어_설세일 카탈로그_전환,1213810,2026.01.31.,172755,2026.01.28.,2026.02.12.,41717,421,18,4730280
PC/MO,33111543,P_26_스토어_GFA_카탈로그_전환_논타겟,3997237,P_GFA_스토어_설세일 카탈로그_전환,1213810,2026.01.30.,170366,2026.01.28.,2026.02.12.,33154,379,8,2092190
PC/MO,33111543,P_26_스토어_GFA_카탈로그_전환_논타겟,3997237,P_GFA_스토어_설세일 카탈로그_전환,1213810,2026.01.29.,160941,2026.01.28.,2026.02.12.,21849,355,27,8534910
PC/MO,33111543,P_26_스토어_GFA_카탈로그_전환_논타겟,3997237,P_GFA_스토어_설세일 카탈로그_전환,1213810,2026.01.28.,161675,2026.01.28.,2026.02.12.,16868,225,1,1087690
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33096621,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.30.,0,2026.01.29.,2026.01.29.,0,0,2,1223420
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33096621,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,7097,2026.01.29.,2026.01.29.,2193,10,0,0
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33096619,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.31.,0,2026.01.29.,2026.01.29.,0,0,0,0
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33096619,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.30.,0,2026.01.29.,2026.01.29.,0,0,0,0
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33096619,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,38098,2026.01.29.,2026.01.29.,2868,56,9,4620600
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(PC),33096599,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,623,2026.01.29.,2026.01.29.,642,1,0,0
260129_브랜드데이라이브_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(모바일),33096597,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_고객여정+알림받기,3990157,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,971,2026.01.29.,2026.01.29.,364,1,0,0
260129_브랜드데이라이브_전환_관심사+구매의도_쇼핑프로모션_사은혜택_배너형(PC),33096545,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_관심사+구매의도,3990150,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,85,2026.01.29.,2026.01.29.,413,1,0,0
260129_브랜드데이라이브_전환_관심사+구매의도_쇼핑프로모션_사은혜택_배너형(모바일),33096543,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_관심사+구매의도,3990150,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,19411,2026.01.29.,2026.01.29.,3574,122,0,0
260129_브랜드데이라이브_전환_관심사+구매의도_쇼핑프로모션_할인_배너형(PC),33096489,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_관심사+구매의도,3990150,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,0,2026.01.29.,2026.01.29.,1777,0,0,0
260129_브랜드데이라이브_전환_관심사+구매의도_쇼핑프로모션_할인_배너형(모바일),33096487,P_260129_스토어_브랜드데이라이브_GFA_쇼핑프로모션_전환_관심사+구매의도,3990150,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.01.29.,20991,2026.01.29.,2026.01.29.,3800,131,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(PC),33095967,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,3987,2026.01.28.,2026.01.31.,2480,16,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(PC),33095967,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,8062,2026.01.28.,2026.01.31.,5320,26,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(PC),33095967,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,13976,2026.01.28.,2026.01.31.,7865,40,3,2254950
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(PC),33095967,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,4832,2026.01.28.,2026.01.31.,2766,19,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(모바일),33095965,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,48343,2026.01.28.,2026.01.31.,12950,206,2,363330
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(모바일),33095965,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,45135,2026.01.28.,2026.01.31.,12117,157,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(모바일),33095965,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,82027,2026.01.28.,2026.01.31.,16690,283,1,309890
260128-31_설+세일_전환_리타겟_쇼핑프로모션_사은혜택_배너형(모바일),33095965,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,51148,2026.01.28.,2026.01.31.,11096,209,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(PC),33095949,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,0,2026.01.28.,2026.01.31.,399,0,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(PC),33095949,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,0,2026.01.28.,2026.01.31.,843,0,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(PC),33095949,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,413,2026.01.28.,2026.01.31.,576,2,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(PC),33095949,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,4,2026.01.28.,2026.01.31.,3598,1,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(모바일),33095947,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,2888,2026.01.28.,2026.01.31.,2268,12,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(모바일),33095947,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,1604,2026.01.28.,2026.01.31.,1873,7,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(모바일),33095947,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,3337,2026.01.28.,2026.01.31.,2909,14,0,0
260128-31_설+세일_전환_리타겟_쇼핑프로모션_할인_배너형(모바일),33095947,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_리타겟,3990855,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,1724,2026.01.28.,2026.01.31.,1632,7,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33095675,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,972,2026.01.28.,2026.01.31.,725,2,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33095675,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,0,2026.01.28.,2026.01.31.,677,0,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33095675,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,0,2026.01.28.,2026.01.31.,1770,0,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(PC),33095675,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,2201,2026.01.28.,2026.01.31.,4131,4,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33095673,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,56605,2026.01.28.,2026.01.31.,17679,73,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33095673,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,34344,2026.01.28.,2026.01.31.,12582,43,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33095673,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,41659,2026.01.28.,2026.01.31.,15712,56,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_사은혜택_배너형(모바일),33095673,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,20161,2026.01.28.,2026.01.31.,9920,34,1,79020
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(PC),33095545,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,38083,2026.01.28.,2026.01.31.,15878,56,2,1045430
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(PC),33095545,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,69823,2026.01.28.,2026.01.31.,23852,112,3,973060
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(PC),33095545,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,127164,2026.01.28.,2026.01.31.,35842,195,12,4019400
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(PC),33095545,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,81869,2026.01.28.,2026.01.31.,25368,149,1,289500
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(모바일),33095543,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.31.,32442,2026.01.28.,2026.01.31.,13540,40,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(모바일),33095543,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.30.,22896,2026.01.28.,2026.01.31.,10556,36,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(모바일),33095543,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.29.,47947,2026.01.28.,2026.01.31.,14805,55,0,0
260128-31_설+세일_전환_고객여정+알림받기_쇼핑프로모션_할인_배너형(모바일),33095543,P_260128-31_스토어_설+세일_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,3990831,P_GFA_스토어_설세일 쇼핑프로모션_전환,1213808,2026.01.28.,42524,2026.01.28.,2026.01.31.,19142,56,1,844550
260128-31_설+세일_전환_CRM유사타겟_네이티브_사은혜택_1,33094585,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.31.,40559,2026.01.28.,2026.01.31.,1697,30,1,410020
260128-31_설+세일_전환_CRM유사타겟_네이티브_사은혜택_1,33094585,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.30.,37983,2026.01.28.,2026.01.31.,5009,29,0,0
260128-31_설+세일_전환_CRM유사타겟_네이티브_사은혜택_1,33094585,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.29.,83378,2026.01.28.,2026.01.31.,9828,54,0,0
260128-31_설+세일_전환_CRM유사타겟_네이티브_사은혜택_1,33094585,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.28.,61420,2026.01.28.,2026.01.31.,4320,37,0,0
260128-31_설+세일_전환_CRM유사타겟_네이티브_할인_1,33094575,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.31.,116560,2026.01.28.,2026.01.31.,6526,96,1,269510
260128-31_설+세일_전환_CRM유사타겟_네이티브_할인_1,33094575,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.30.,123561,2026.01.28.,2026.01.31.,11186,96,0,0
260128-31_설+세일_전환_CRM유사타겟_네이티브_할인_1,33094575,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.29.,261589,2026.01.28.,2026.01.31.,22899,168,1,414450
260128-31_설+세일_전환_CRM유사타겟_네이티브_할인_1,33094575,P_260128-31_스토어_설+세일_GFA_네이티브_전환_CRM유사타겟,3990806,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.28.,129930,2026.01.28.,2026.01.31.,11364,115,0,0
260128-31_설+세일_전환_리타겟_네이티브_사은혜택_1,33094543,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.31.,10058,2026.01.28.,2026.01.31.,3296,17,0,0
260128-31_설+세일_전환_리타겟_네이티브_사은혜택_1,33094543,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.30.,13147,2026.01.28.,2026.01.31.,2119,13,0,0
260128-31_설+세일_전환_리타겟_네이티브_사은혜택_1,33094543,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.29.,8831,2026.01.28.,2026.01.31.,2525,9,0,0
260128-31_설+세일_전환_리타겟_네이티브_사은혜택_1,33094543,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.28.,6021,2026.01.28.,2026.01.31.,1172,5,0,0
260128-31_설+세일_전환_리타겟_네이티브_할인_1,33094503,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.31.,149167,2026.01.28.,2026.01.31.,10185,159,5,1521470
260128-31_설+세일_전환_리타겟_네이티브_할인_1,33094503,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.30.,160543,2026.01.28.,2026.01.31.,9705,126,0,0
260128-31_설+세일_전환_리타겟_네이티브_할인_1,33094503,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.29.,337375,2026.01.28.,2026.01.31.,19221,229,1,594860
260128-31_설+세일_전환_리타겟_네이티브_할인_1,33094503,P_260128-31_스토어_설+세일_GFA_네이티브_전환_리타겟,3990791,P_GFA_스토어_설세일 DA_전환,1213807,2026.01.28.,192209,2026.01.28.,2026.01.31.,8492,140,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_사은혜택_1,33094419,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.31.,3046,2026.01.28.,2026.01.31.,1137,5,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_사은혜택_1,33094419,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.30.,1353,2026.01.28.,2026.01.31.,936,2,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_사은혜택_1,33094419,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.29.,6928,2026.01.28.,2026.01.31.,1755,11,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_사은혜택_1,33094419,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.28.,13231,2026.01.28.,2026.01.31.,2127,14,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_할인_1,33094399,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.31.,30762,2026.01.28.,2026.01.31.,3826,61,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_할인_1,33094399,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.30.,32540,2026.01.28.,2026.01.31.,3876,47,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_할인_1,33094399,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.29.,70902,2026.01.28.,2026.01.31.,6287,87,0,0
260128-31_설+세일_트래픽_고객여정+알림받기타겟_네이티브_할인_1,33094399,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_고객여정+알림받기타겟,3990703,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.28.,66001,2026.01.28.,2026.01.31.,3947,65,1,579090
260128-31_설+세일_트래픽_맞춤타겟_네이티브_사은혜택_1,33092447,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.31.,3082,2026.01.28.,2026.01.31.,534,6,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_사은혜택_1,33092447,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.30.,3955,2026.01.28.,2026.01.31.,455,6,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_사은혜택_1,33092447,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.29.,6099,2026.01.28.,2026.01.31.,1088,9,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_사은혜택_1,33092447,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.28.,11093,2026.01.28.,2026.01.31.,2690,17,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_할인_1,33092291,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.31.,30619,2026.01.28.,2026.01.31.,5845,63,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_할인_1,33092291,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.30.,32702,2026.01.28.,2026.01.31.,6378,59,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_할인_1,33092291,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.29.,68840,2026.01.28.,2026.01.31.,15331,110,0,0
260128-31_설+세일_트래픽_맞춤타겟_네이티브_할인_1,33092291,P_260128-31_스토어_설+세일_GFA_네이티브_트래픽_맞춤타겟,3990718,P_GFA_스토어_설세일 DA_트래픽,1213806,2026.01.28.,67332,2026.01.28.,2026.01.31.,11987,99,2,456320
260129_브랜드데이라이브_트래픽_맞춤타겟_네이티브_사은,33090107,P_260129_스토어_브랜드데이라이브_GFA_네이티브_트래픽_맞춤타겟,3989887,P_GFA_스토어_DA_트래픽,1189388,2026.01.29.,32262,2026.01.29.,2026.01.29.,8678,26,0,0
260129_브랜드데이라이브_트래픽_맞춤타겟_네이티브_할인,33090075,P_260129_스토어_브랜드데이라이브_GFA_네이티브_트래픽_맞춤타겟,3989887,P_GFA_스토어_DA_트래픽,1189388,2026.01.29.,4338,2026.01.29.,2026.01.29.,4077,4,0,0
260129_브랜드데이라이브_트래픽_CRM유사타겟_네이티브_사은,33090019,P_260129_스토어_브랜드데이라이브_GFA_네이티브_트래픽_CRM유사타겟,3989956,P_GFA_스토어_DA_트래픽,1189388,2026.01.29.,36056,2026.01.29.,2026.01.29.,6153,22,0,0
260129_브랜드데이라이브_트래픽_CRM유사타겟_네이티브_할인,33089957,P_260129_스토어_브랜드데이라이브_GFA_네이티브_트래픽_CRM유사타겟,3989956,P_GFA_스토어_DA_트래픽,1189388,2026.01.29.,3186,2026.01.29.,2026.01.29.,1425,2,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_3,33087413,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.27.,7748,2026.01.25.,2026.01.27.,28927,43,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_3,33087413,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.26.,23728,2026.01.25.,2026.01.27.,89065,131,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_3,33087413,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.25.,19826,2026.01.25.,2026.01.27.,69724,144,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_2,33087353,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.27.,82431,2026.01.25.,2026.01.27.,210109,444,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_2,33087353,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.26.,49091,2026.01.25.,2026.01.27.,143674,272,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_2,33087353,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.25.,36477,2026.01.25.,2026.01.27.,159173,283,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_1,33087221,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.27.,455,2026.01.25.,2026.01.27.,36,1,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_1,33087221,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.26.,10470,2026.01.25.,2026.01.27.,53356,55,0,0
260125-27_설+세일 사전홍보_트래픽_애드부스트타겟_스마트채널_USP_1,33087221,P_260125-27_스토어_네이버 설세일 사전홍보_GFA_스마트채널_트래픽_애드부스트타겟,3993020,P_GFA_스토어_DA_트래픽,1189388,2026.01.25.,0,2026.01.25.,2026.01.27.,153,0,0,0
