광고 소재 이름,광고 소재 ID,광고 그룹 이름,광고 그룹 ID,캠페인 이름,캠페인 ID,기간,총비용,시작일,종료일,노출수,클릭수,구매완료 수,구매완료 전환매출액
260518_브랜드위크 라이브_트래픽_맞춤타겟_네이티브_할인_1_피드형,35761647,P_260518_스토어_브랜드위크 라이브_GFA_네이티브_트래픽_맞춤타겟,4287894,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,0,2026.05.18.,2026.05.18.,1003,0,0,0
260518_브랜드위크 라이브_트래픽_맞춤타겟_네이티브_사은_1_피드형,35761645,P_260518_스토어_브랜드위크 라이브_GFA_네이티브_트래픽_맞춤타겟,4287894,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,1163,2026.05.18.,2026.05.18.,709,2,0,0
260518_브랜드위크 라이브_트래픽_맞춤타겟_네이티브_할인_1,35759983,P_260518_스토어_브랜드위크 라이브_GFA_네이티브_트래픽_맞춤타겟,4287894,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,0,2026.05.18.,2026.05.18.,562,0,0,0
260518_브랜드위크 라이브_트래픽_맞춤타겟_네이티브_사은_1,35759981,P_260518_스토어_브랜드위크 라이브_GFA_네이티브_트래픽_맞춤타겟,4287894,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,2043,2026.05.18.,2026.05.18.,568,3,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1,35753659,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,0,2026.05.18.,2026.05.24.,22,0,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1,35753659,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,755,2026.05.18.,2026.05.24.,139,1,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1,35753657,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,4135,2026.05.18.,2026.05.24.,512,6,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1,35753657,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,9912,2026.05.18.,2026.05.24.,252,6,1,730430
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_피드형(2:3),35753497,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,17767,2026.05.18.,2026.05.24.,1126,23,1,324490
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_피드형(2:3),35753497,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,29390,2026.05.18.,2026.05.24.,866,32,1,749000
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_피드형(2:3),35753495,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,937,2026.05.18.,2026.05.24.,129,2,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_피드형(2:3),35753495,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,4627,2026.05.18.,2026.05.24.,275,6,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_스퀘어형,35753493,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,16683,2026.05.18.,2026.05.24.,591,17,1,266530
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_스퀘어형,35753493,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,10824,2026.05.18.,2026.05.24.,553,9,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_스퀘어형,35753491,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,90281,2026.05.18.,2026.05.24.,4258,123,4,1840420
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_스퀘어형,35753491,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,74058,2026.05.18.,2026.05.24.,2380,75,1,249860
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_피드형,35753489,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,0,2026.05.18.,2026.05.24.,6,0,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_사은_1_피드형,35753489,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,1004,2026.05.18.,2026.05.24.,156,1,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_피드형,35753487,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.19.,0,2026.05.18.,2026.05.24.,17,0,0,0
260518-24_브랜드위크_전환_리타겟_네이티브_할인_1_피드형,35753487,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_리타겟,4288150,P_GFA_스토어_DA_전환,1189378,2026.05.18.,0,2026.05.18.,2026.05.24.,74,0,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_피드형(2:3),35753311,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,13497,2026.05.18.,2026.05.24.,742,14,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_피드형(2:3),35753311,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,5826,2026.05.18.,2026.05.24.,344,7,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_피드형(2:3),35753309,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,255,2026.05.18.,2026.05.24.,145,1,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_피드형(2:3),35753309,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,3021,2026.05.18.,2026.05.24.,97,2,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_스퀘어형,35753307,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,25981,2026.05.18.,2026.05.24.,1024,23,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_스퀘어형,35753307,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,32601,2026.05.18.,2026.05.24.,2263,35,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_스퀘어형,35753305,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,72990,2026.05.18.,2026.05.24.,4232,92,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_스퀘어형,35753305,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,76944,2026.05.18.,2026.05.24.,3271,77,1,420130
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_피드형,35753303,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,1612,2026.05.18.,2026.05.24.,173,3,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1_피드형,35753303,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,512,2026.05.18.,2026.05.24.,92,1,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_피드형,35753301,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,0,2026.05.18.,2026.05.24.,36,0,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1_피드형,35753301,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,0,2026.05.18.,2026.05.24.,24,0,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1,35753163,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,0,2026.05.18.,2026.05.24.,90,0,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_할인_1,35753163,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,1515,2026.05.18.,2026.05.24.,198,2,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1,35753161,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.19.,10992,2026.05.18.,2026.05.24.,774,11,0,0
260518-24_브랜드위크_전환_CRM유사타겟_네이티브_사은_1,35753161,P_260518-24_스토어_브랜드위크_GFA_네이티브_전환_CRM유사타겟,4288135,P_GFA_스토어_DA_전환,1189378,2026.05.18.,11743,2026.05.18.,2026.05.24.,500,9,1,421600
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1,35753007,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,2008,2026.05.18.,2026.05.24.,318,4,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1,35753007,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,1432,2026.05.18.,2026.05.24.,555,2,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1,35753005,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,0,2026.05.18.,2026.05.24.,76,0,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1,35753005,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,442,2026.05.18.,2026.05.24.,344,1,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_피드형(2:3),35752941,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,1257,2026.05.18.,2026.05.24.,214,3,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_피드형(2:3),35752941,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,0,2026.05.18.,2026.05.24.,93,0,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_스퀘어형,35752939,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,3128,2026.05.18.,2026.05.24.,1276,5,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_스퀘어형,35752939,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,3064,2026.05.18.,2026.05.24.,1556,5,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_피드형,35752937,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,0,2026.05.18.,2026.05.24.,243,0,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_사은_1_피드형,35752937,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,828,2026.05.18.,2026.05.24.,770,1,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_피드형(2:3),35752871,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,38350,2026.05.18.,2026.05.24.,2943,62,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_피드형(2:3),35752871,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,34537,2026.05.18.,2026.05.24.,5028,59,1,144480
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_스퀘어형,35752869,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,9425,2026.05.18.,2026.05.24.,4705,15,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_스퀘어형,35752869,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,18645,2026.05.18.,2026.05.24.,5921,34,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_피드형,35752867,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,2676,2026.05.18.,2026.05.24.,1414,4,0,0
260518-24_브랜드위크_트래픽_맞춤타겟_네이티브_할인_1_피드형,35752867,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_맞춤타겟,4287635,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,631,2026.05.18.,2026.05.24.,355,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_피드형(2:3),35752785,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,0,2026.05.18.,2026.05.24.,7,0,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_피드형(2:3),35752785,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,0,2026.05.18.,2026.05.24.,39,0,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_피드형(2:3),35752783,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,29678,2026.05.18.,2026.05.24.,2660,59,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_피드형(2:3),35752783,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,10051,2026.05.18.,2026.05.24.,660,16,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_스퀘어형,35752781,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,27051,2026.05.18.,2026.05.24.,4240,53,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_스퀘어형,35752781,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,44642,2026.05.18.,2026.05.24.,5448,66,1,370690
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_스퀘어형,35752779,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,245,2026.05.18.,2026.05.24.,63,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_스퀘어형,35752779,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,812,2026.05.18.,2026.05.24.,182,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_피드형,35752777,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,0,2026.05.18.,2026.05.24.,61,0,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1_피드형,35752777,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,591,2026.05.18.,2026.05.24.,137,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_피드형,35752775,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,0,2026.05.18.,2026.05.24.,108,0,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1_피드형,35752775,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,355,2026.05.18.,2026.05.24.,87,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1,35752673,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,605,2026.05.18.,2026.05.24.,66,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_할인_1,35752673,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,857,2026.05.18.,2026.05.24.,184,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1,35752671,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.19.,351,2026.05.18.,2026.05.24.,59,1,0,0
260518-24_브랜드위크_트래픽_고객여정+알림받기타겟_네이티브_사은_1,35752671,P_260518-24_스토어_브랜드위크_GFA_네이티브_트래픽_고객여정+알림받기타겟,4287610,P_GFA_스토어_DA_트래픽,1189388,2026.05.18.,0,2026.05.18.,2026.05.24.,205,0,0,0
260518-24_브랜드위크_전환_고객여정+알림받기타겟_쇼핑프로모션_사은_1_배너형(PC),35751423,P_260518-24_스토어_브랜드위크_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,4288467,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.05.19.,43347,2026.05.18.,2026.05.24.,19194,64,0,0
260518-24_브랜드위크_전환_고객여정+알림받기타겟_쇼핑프로모션_사은_1_배너형(PC),35751423,P_260518-24_스토어_브랜드위크_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,4288467,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.05.18.,43622,2026.05.18.,2026.05.24.,21889,77,0,0
260518-24_브랜드위크_전환_고객여정+알림받기타겟_쇼핑프로모션_사은_1_배너형(모바일),35751421,P_260518-24_스토어_브랜드위크_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,4288467,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.05.19.,78727,2026.05.18.,2026.05.24.,12718,129,0,0
260518-24_브랜드위크_전환_고객여정+알림받기타겟_쇼핑프로모션_사은_1_배너형(모바일),35751421,P_260518-24_스토어_브랜드위크_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,4288467,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.05.18.,64145,2026.05.18.,2026.05.24.,9840,109,0,0
260518-24_브랜드위크_전환_고객여정+알림받기타겟_쇼핑프로모션_할인_1_배너형(PC),35751419,P_260518-24_스토어_브랜드위크_GFA_쇼핑프로모션_전환_고객여정+알림받기타겟,4288467,P_GFA_스토어_쇼핑프로모션_전환,838253,2026.05.19.,9701,2026.05.18.,2026.05.24.,8359,13,0,0
